Grid_ID,UTM_Easting,UTM_Northing,Latitude,Longitude,District,State,Elevation_m,Slope_deg,Terrain_Roughness,Geological_Formation,Host_Rock_Lithology,Host_Rock_Favorability,Lineament_Distance_km,Occurrence_Distance_km,Occurrence_Count_5km,Occurrence_Count_10km,Occurrence_Count_15km,Occurrence_Density_Score,Mine_Distance_km,NDVI,Rainfall_Annual_mm,Soil_Moisture_pct,LST_Celsius,Data_Source_Flag
GRID_11934,301500.0,2402500.0,21.71489,79.081014,Chhindwara,Madhya Pradesh,396.0,2.7,2.01,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),29.432,20.278,0,0,0,0.68,35.898,0.292,1046.8,21.0,33.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11935,302500.0,2402500.0,21.715001,79.090677,Chhindwara,Madhya Pradesh,396.7,2.7,2.01,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),29.041,21.036,0,0,0,0.52,36.199,0.294,1049.1,21.0,33.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11936,303500.0,2402500.0,21.715112,79.100341,Chhindwara,Madhya Pradesh,397.8,2.7,2.01,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),28.65,21.813,0,0,0,0.38,36.525,0.295,1051.4,21.1,33.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11937,304500.0,2402500.0,21.715223,79.110004,Chhindwara,Madhya Pradesh,399.2,2.7,2.01,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),28.259,22.607,0,0,0,0.28,36.875,0.296,1053.7,21.1,33.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11938,305500.0,2402500.0,21.715333,79.119668,Chhindwara,Madhya Pradesh,401.0,2.7,2.02,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),27.868,23.418,0,0,0,0.2,36.827,0.448,1056.0,23.7,31.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11939,306500.0,2402500.0,21.715442,79.129331,Chhindwara,Madhya Pradesh,403.2,2.7,2.02,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),27.477,24.242,0,0,0,0.14,36.436,0.449,1058.3,23.7,31.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11940,307500.0,2402500.0,21.715551,79.138995,Chhindwara,Madhya Pradesh,405.6,2.7,2.03,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),27.086,25.079,0,0,0,0.1,36.068,0.45,1060.6,23.7,31.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11941,308500.0,2402500.0,21.715659,79.148659,Chhindwara,Madhya Pradesh,408.3,2.7,2.03,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),26.695,25.928,0,0,0,0.07,35.724,0.451,1062.9,23.7,31.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11942,309500.0,2402500.0,21.715767,79.158322,Chhindwara,Madhya Pradesh,411.0,2.7,2.04,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),26.305,26.787,0,0,0,0.05,35.405,0.453,1065.2,23.8,31.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11943,310500.0,2402500.0,21.715874,79.167986,Chhindwara,Madhya Pradesh,413.9,2.7,2.04,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),25.914,27.656,0,0,0,0.03,35.112,0.454,1067.5,23.8,31.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11944,311500.0,2402500.0,21.715981,79.17765,Chhindwara,Madhya Pradesh,416.8,2.7,2.05,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),25.523,28.533,0,0,0,0.02,34.845,0.455,1069.8,23.8,31.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11945,312500.0,2402500.0,21.716087,79.187314,Chhindwara,Madhya Pradesh,419.5,2.7,2.05,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),25.132,29.418,0,0,0,0.01,34.605,0.457,1072.1,23.8,31.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11946,313500.0,2402500.0,21.716192,79.196978,Chhindwara,Madhya Pradesh,422.1,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),24.741,30.31,0,0,0,0.01,34.393,0.458,1074.4,23.9,31.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11947,314500.0,2402500.0,21.716297,79.206642,Chhindwara,Madhya Pradesh,424.5,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),24.35,31.209,0,0,0,0.01,34.208,0.459,1076.7,23.9,31.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11948,315500.0,2402500.0,21.716402,79.216306,Chhindwara,Madhya Pradesh,426.6,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),23.959,32.114,0,0,0,0.0,34.052,0.461,1079.0,23.9,31.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11949,316500.0,2402500.0,21.716505,79.22597,Chhindwara,Madhya Pradesh,428.4,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),23.568,33.024,0,0,0,0.0,33.924,0.462,1081.3,23.9,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11950,317500.0,2402500.0,21.716609,79.235635,Chhindwara,Madhya Pradesh,429.8,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),23.177,33.825,0,0,0,0.0,33.825,0.463,1083.6,23.9,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11951,318500.0,2402500.0,21.716711,79.245299,Chhindwara,Madhya Pradesh,430.8,2.7,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),22.786,33.756,0,0,0,0.0,33.756,0.464,1085.9,24.0,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11952,319500.0,2402500.0,21.716813,79.254963,Chhindwara,Madhya Pradesh,431.5,2.7,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),22.395,33.717,0,0,0,0.0,33.717,0.466,1088.2,24.0,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11953,320500.0,2402500.0,21.716915,79.264628,Chhindwara,Madhya Pradesh,431.8,2.7,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),22.004,33.707,0,0,0,0.0,33.707,0.467,1090.5,24.0,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11954,321500.0,2402500.0,21.717016,79.274292,Chhindwara,Madhya Pradesh,431.7,2.7,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),21.613,33.726,0,0,0,0.0,33.726,0.468,1092.8,24.0,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11955,322500.0,2402500.0,21.717116,79.283957,Chhindwara,Madhya Pradesh,431.3,2.7,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),21.222,33.776,0,0,0,0.0,33.776,0.47,1095.1,24.1,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11956,323500.0,2402500.0,21.717216,79.293621,Chhindwara,Madhya Pradesh,430.6,2.7,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),20.832,33.855,0,0,0,0.0,33.855,0.471,1097.4,24.1,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11957,324500.0,2402500.0,21.717315,79.303286,Chhindwara,Madhya Pradesh,429.7,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),20.441,33.963,0,0,0,0.0,33.963,0.472,1099.7,24.1,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11958,325500.0,2402500.0,21.717414,79.312951,Chhindwara,Madhya Pradesh,428.6,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),20.05,34.1,0,0,0,0.0,34.1,0.473,1102.0,24.1,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11959,326500.0,2402500.0,21.717512,79.322615,Chhindwara,Madhya Pradesh,427.5,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),19.659,34.265,0,0,0,0.0,34.265,0.475,1104.3,24.1,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11960,327500.0,2402500.0,21.71761,79.33228,Chhindwara,Madhya Pradesh,426.4,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),19.268,34.459,0,0,0,0.0,34.459,0.476,1106.6,24.2,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11961,328500.0,2402500.0,21.717707,79.341945,Chhindwara,Madhya Pradesh,425.4,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),18.877,34.681,0,0,0,0.0,34.681,0.477,1108.9,24.2,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11962,329500.0,2402500.0,21.717803,79.35161,Chhindwara,Madhya Pradesh,424.5,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),18.486,34.93,0,0,0,0.0,34.93,0.479,1111.2,24.2,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11963,330500.0,2402500.0,21.717899,79.361275,Chhindwara,Madhya Pradesh,423.9,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),18.095,35.205,0,0,0,0.0,35.205,0.48,1113.5,24.2,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11964,331500.0,2402500.0,21.717994,79.37094,Chhindwara,Madhya Pradesh,423.6,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),17.704,34.306,0,0,0,0.0,34.306,0.481,1115.8,24.2,31.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11965,332500.0,2402500.0,21.718089,79.380605,Chhindwara,Madhya Pradesh,423.6,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),17.313,33.315,0,0,0,0.0,33.315,0.482,1118.1,24.3,30.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11966,333500.0,2402500.0,21.718183,79.39027,Chhindwara,Madhya Pradesh,424.0,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),16.922,32.324,0,0,0,0.0,32.324,0.484,1120.4,24.3,30.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11967,334500.0,2402500.0,21.718277,79.399935,Chhindwara,Madhya Pradesh,424.8,2.7,2.06,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),16.531,31.334,0,0,0,0.01,31.334,0.485,1122.7,24.3,30.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11968,335500.0,2402500.0,21.71837,79.4096,Chhindwara,Madhya Pradesh,426.1,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),16.14,30.345,0,0,0,0.01,30.345,0.486,1125.0,24.3,30.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11969,336500.0,2402500.0,21.718463,79.419266,Chhindwara,Madhya Pradesh,427.9,2.7,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),15.749,29.357,0,0,0,0.02,29.357,0.488,1127.3,24.4,30.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11970,337500.0,2402500.0,21.718555,79.428931,Chhindwara,Madhya Pradesh,430.1,2.69,2.07,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),15.359,28.369,0,0,0,0.03,28.369,0.489,1129.6,24.4,30.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11971,338500.0,2402500.0,21.718646,79.438596,Chhindwara,Madhya Pradesh,432.7,2.69,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),14.968,27.382,0,0,0,0.04,27.382,0.49,1131.9,24.4,30.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11972,339500.0,2402500.0,21.718737,79.448262,Chhindwara,Madhya Pradesh,435.7,2.69,2.08,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),14.577,26.397,0,0,0,0.07,26.397,0.491,1134.2,24.4,30.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11973,340500.0,2402500.0,21.718827,79.457927,Balaghat,Madhya Pradesh,439.1,2.69,2.09,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),14.186,25.412,0,0,0,0.11,25.412,0.493,1136.5,28.0,30.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11974,341500.0,2402500.0,21.718917,79.467593,Balaghat,Madhya Pradesh,442.8,2.69,2.1,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),13.795,24.429,0,0,0,0.17,24.429,0.494,1138.8,28.0,30.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11975,342500.0,2402500.0,21.719006,79.477258,Balaghat,Madhya Pradesh,446.8,2.69,2.1,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),13.404,23.447,0,0,0,0.26,23.447,0.495,1141.1,28.0,30.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11976,343500.0,2402500.0,21.719094,79.486924,Balaghat,Madhya Pradesh,451.0,10.69,5.71,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),13.013,22.467,0,0,0,0.39,22.467,0.497,1203.4,28.0,30.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11977,344500.0,2402500.0,21.719182,79.49659,Balaghat,Madhya Pradesh,455.4,10.69,5.72,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),12.622,21.488,0,0,0,0.57,21.488,0.498,1205.7,28.0,30.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11978,345500.0,2402500.0,21.71927,79.506255,Balaghat,Madhya Pradesh,459.8,10.69,5.73,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),12.231,20.512,0,0,0,0.84,20.512,0.499,1208.0,28.1,30.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11979,346500.0,2402500.0,21.719357,79.515921,Balaghat,Madhya Pradesh,464.4,10.69,5.74,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),11.84,19.537,0,0,0,1.2,19.537,0.5,1210.3,28.1,30.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11980,347500.0,2402500.0,21.719443,79.525587,Balaghat,Madhya Pradesh,468.9,10.69,5.75,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),11.449,18.566,0,0,0,1.69,18.566,0.502,1212.6,28.1,30.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11981,348500.0,2402500.0,21.719529,79.535253,Balaghat,Madhya Pradesh,473.5,10.69,5.76,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),11.058,17.598,0,0,0,2.34,17.598,0.503,1214.9,28.1,30.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11982,349500.0,2402500.0,21.719614,79.544919,Balaghat,Madhya Pradesh,477.9,10.69,5.77,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),10.667,16.634,0,0,0,3.2,16.634,0.504,1217.2,28.1,30.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11983,350500.0,2402500.0,21.719699,79.554585,Balaghat,Madhya Pradesh,482.4,10.69,5.78,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),10.276,15.674,0,0,0,4.29,15.674,0.505,1219.5,28.2,30.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11984,351500.0,2402500.0,21.719783,79.564251,Balaghat,Madhya Pradesh,486.7,11.87,6.31,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),9.886,14.719,0,0,1,5.67,14.719,0.507,1221.8,28.2,30.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11985,352500.0,2402500.0,21.719866,79.573917,Balaghat,Madhya Pradesh,491.0,11.99,6.38,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),9.495,13.771,0,0,1,7.37,13.771,0.508,1224.1,28.2,30.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11986,353500.0,2402500.0,21.719949,79.583583,Balaghat,Madhya Pradesh,495.2,12.12,6.44,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),9.104,12.831,0,0,1,9.42,12.831,0.509,1226.4,28.2,30.2,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11987,354500.0,2402500.0,21.720031,79.593249,Balaghat,Madhya Pradesh,499.4,12.27,6.52,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),8.713,11.901,0,0,1,11.86,11.901,0.511,1228.7,28.3,30.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11988,355500.0,2402500.0,21.720113,79.602915,Balaghat,Madhya Pradesh,503.6,12.43,6.6,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),8.322,10.982,0,0,2,14.7,10.982,0.512,1231.0,28.3,30.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11989,356500.0,2402500.0,21.720194,79.612581,Balaghat,Madhya Pradesh,507.8,12.61,6.69,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),7.931,10.08,0,0,2,17.92,10.08,0.513,1233.3,28.3,30.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11990,357500.0,2402500.0,21.720275,79.622248,Balaghat,Madhya Pradesh,512.1,12.81,6.79,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),7.54,9.197,0,1,2,21.51,9.197,0.514,1235.6,28.3,30.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11991,358500.0,2402500.0,21.720355,79.631914,Balaghat,Madhya Pradesh,516.5,13.03,6.9,Tirodi Biotite Gneiss (Basement),"Biotite Gneiss, Migmatite and Amphibolite",Low (Crystalline Basement),7.149,8.342,0,1,2,25.41,8.342,0.516,1237.9,28.3,30.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11992,359500.0,2402500.0,21.720435,79.64158,Balaghat,Madhya Pradesh,521.0,13.27,7.01,Lohangi / Chorbaoli Formation (Sausar Group),"Calc-silicate, Pink Marble and Quartz-Mica Schist",Moderate (Proximal Stratigraphic Contact),6.758,7.521,0,1,2,29.56,7.521,0.517,1240.2,28.4,29.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11993,360500.0,2402500.0,21.720514,79.651247,Balaghat,Madhya Pradesh,525.6,13.53,7.14,Lohangi / Chorbaoli Formation (Sausar Group),"Calc-silicate, Pink Marble and Quartz-Mica Schist",Moderate (Proximal Stratigraphic Contact),6.367,6.75,0,2,2,33.85,6.75,0.518,1242.5,28.4,29.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11994,361500.0,2402500.0,21.720592,79.660913,Balaghat,Madhya Pradesh,530.5,13.82,7.28,Lohangi / Chorbaoli Formation (Sausar Group),"Calc-silicate, Pink Marble and Quartz-Mica Schist",Moderate (Proximal Stratigraphic Contact),5.976,6.045,0,2,2,38.16,6.045,0.519,1244.8,28.4,29.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11995,362500.0,2402500.0,21.72067,79.67058,Balaghat,Madhya Pradesh,535.6,14.15,7.44,Lohangi / Chorbaoli Formation (Sausar Group),"Calc-silicate, Pink Marble and Quartz-Mica Schist",Moderate (Proximal Stratigraphic Contact),5.585,5.435,0,2,3,42.35,5.435,0.521,1247.1,28.4,29.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11996,363500.0,2402500.0,21.720747,79.680246,Balaghat,Madhya Pradesh,540.8,14.5,7.61,Lohangi / Chorbaoli Formation (Sausar Group),"Calc-silicate, Pink Marble and Quartz-Mica Schist",Moderate (Proximal Stratigraphic Contact),5.194,4.952,1,2,3,46.29,4.952,0.522,1249.4,28.4,29.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_11997,364500.0,2402500.0,21.720824,79.689913,Balaghat,Madhya Pradesh,546.3,14.89,7.79,Lohangi / Chorbaoli Formation (Sausar Group),"Calc-silicate, Pink Marble and Quartz-Mica Schist",Moderate (Proximal Stratigraphic Contact),4.803,4.638,1,2,3,49.81,4.638,0.523,1251.7,28.5,29.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
